,mean,pct_below_zero
Comm,0.15473834530478797,0.6958250497017893
Consumer,0.15149823451684682,0.2982107355864811
Energy,0.1442817548459608,2.68389662027833
Financials,0.12959173659323447,1.5904572564612325
Healthcare,0.16721106901585697,0.5964214711729622
Industrials,0.14926355066627947,0.6958250497017893
Materials,0.13486163227947612,3.081510934393638
RealEstate,0.21235649472645726,0.8946322067594433
Tech,0.16531119598299748,0.6958250497017893
Utilities,0.22992574138407731,0.7952286282306162
