metric,base_equity_max_sharpe,equity_sentiment_tilt,difference
ann_return,0.09823112052190686,0.09176956379092105,-0.006461556730985807
ann_vol,0.17883082789412066,0.1812529067843418,0.002422078890221141
sharpe,0.6135014916311802,0.5751769908794019,-0.03832450075177829
max_drawdown,-0.27552988172768544,-0.269366658558305,0.0061632231693804496
n_days,734.0,734.0,0.0
